UID         PID   PPID  C STIME TTY          TIME CMD
root     142819      2  0 12:07 ?        00:00:00 [kworker/29:2]
root     142897      2  0 12:08 ?        00:00:00 [kworker/8:2]
root     143385      2  0 12:14 ?        00:00:00 [kworker/33:2]
root     143796   2477  0 12:15 ?        00:00:00 sshd: choe [priv]
choe     143802 143796  0 12:15 ?        00:00:00 sshd: choe@pts/23
choe     143803 143802  0 12:15 pts/23   00:00:00 -bash
root     143983   2477  0 12:16 ?        00:00:00 sshd: zhangleyu [priv]
zhangle+ 144011 143983  0 12:17 ?        00:00:00 sshd: zhangleyu@pts/25
zhangle+ 144012 144011  0 12:17 pts/25   00:00:00 -bash
root     144097      2  0 12:17 ?        00:00:00 [kworker/35:2]
root     144192      2  0 12:18 ?        00:00:00 [kworker/3:0]
root     144211      2  0 12:18 ?        00:00:00 [kworker/7:1]
root     144238      2  0 12:19 ?        00:00:00 [kworker/31:2]
root     144265      2  0 12:19 ?        00:00:00 [kworker/26:2]
zhangle+ 144320 144012  0 12:20 pts/25   00:00:00 less /course/cs3650/help/unix-help.txt
root     144378      2  0 12:21 ?        00:00:00 [kworker/9:1]
root     144842      2  0 12:28 ?        00:00:00 [kworker/35:1]
root     145050      2  0 12:32 ?        00:00:00 [kworker/11:0]
root     145077      2  0 12:33 ?        00:00:00 [kworker/39:0]
root     145165      2  0 12:34 ?        00:00:00 [kworker/13:2]
root     145215   2477  0 12:35 ?        00:00:00 sshd: cbdscolin [priv]
cbdscol+ 145225 145215  0 12:35 ?        00:00:00 sshd: cbdscolin@pts/3
cbdscol+ 145226 145225  0 12:35 pts/3    00:00:01 -bash
root     145974   2477  0 12:45 ?        00:00:00 sshd: dubois [priv]
dubois   145979 145974  0 12:45 ?        00:00:00 sshd: dubois@pts/26
dubois   145980 145979  0 12:45 pts/26   00:00:00 -bash
root     146349   2477  0 12:50 ?        00:00:00 sshd: dasmith [priv]
dasmith  146355 146349  0 12:50 ?        00:00:00 sshd: dasmith@pts/28
dasmith  146356 146355  0 12:50 pts/28   00:00:00 -bash
root     146467      2  0 12:51 ?        00:00:00 [kworker/29:1]
root     147268      2  0 12:59 ?        00:00:00 [kworker/3:2]
root     148164   2477  0 13:09 ?        00:00:00 sshd: vmihajlovikj [priv]
vmihajl+ 148167 148164  0 13:09 ?        00:00:00 sshd: vmihajlovikj@pts/19
vmihajl+ 148169 148167  0 13:09 pts/19   00:00:00 -bash
root     148307   2477  0 13:10 ?        00:00:00 sshd: jethrosun [priv]
jethros+ 148312 148307  0 13:10 ?        00:00:00 sshd: jethrosun@pts/29
jethros+ 148313 148312  0 13:10 pts/29   00:00:00 -bash
root     148418      2  0 13:10 ?        00:00:00 [kworker/14:0]
jethros+ 148461 148313  0 13:10 pts/29   00:00:00 ssh tuco
root     148690   2477  0 13:13 ?        00:00:00 sshd: jethrosun [priv]
jethros+ 148727 148690  0 13:13 ?        00:00:00 sshd: jethrosun@pts/12
jethros+ 148728 148727  0 13:13 pts/12   00:00:00 -bash
jethros+ 148845 148728  0 13:13 pts/12   00:00:00 ssh saul
root     149425   2477  0 13:17 ?        00:00:00 sshd: jethrosun [priv]
jethros+ 149477 149425  0 13:17 ?        00:00:00 sshd: jethrosun@pts/32
jethros+ 149478 149477  0 13:17 pts/32   00:00:00 -bash
jethros+ 149608 149478  0 13:17 pts/32   00:00:00 ssh tuco
root     150771   2477  0 13:33 ?        00:00:00 sshd: saifshaikh48 [priv]
saifsha+ 150777 150771  0 13:33 ?        00:00:00 sshd: saifshaikh48@pts/27
saifsha+ 150778 150777  0 13:33 pts/27   00:00:00 -bash
saifsha+ 150869 150778  0 13:33 pts/27   00:00:00 vim myScript.sh
root     151384      2  0 13:39 ?        00:00:00 [kworker/17:0]
root     151406      2  0 13:39 ?        00:00:00 [kworker/41:0]
root     151580   2477  0 13:41 ?        00:00:00 sshd: linyu3294 [priv]
linyu32+ 151592 151580  0 13:41 ?        00:00:00 sshd: linyu3294@pts/31
linyu32+ 151593 151592  0 13:41 pts/31   00:00:00 -bash
root     152306   2477  0 13:45 ?        00:00:00 sshd: lcostich [priv]
root     152309   2477  0 13:45 ?        00:00:00 sshd: brotibi [priv]
brotibi  152360 152309  0 13:45 ?        00:00:00 sshd: brotibi@pts/20
brotibi  152361 152360  0 13:45 pts/20   00:00:00 -bash
lcostich 152414 152306  0 13:45 ?        00:00:00 sshd: lcostich@pts/22
lcostich 152415 152414  0 13:45 pts/22   00:00:00 -bash
root     152476   2477  0 13:45 ?        00:00:00 sshd: brian5vullo [priv]
root     152488   2477  0 13:46 ?        00:00:00 sshd: soupoftheday [priv]
soupoft+ 152498 152488  0 13:46 ?        00:00:00 sshd: soupoftheday@pts/33
soupoft+ 152499 152498  0 13:46 pts/33   00:00:00 -bash
root     152572   2477  0 13:46 ?        00:00:00 sshd: masonwu [priv]
masonwu  152577 152572  0 13:46 ?        00:00:00 sshd: masonwu@pts/34
masonwu  152578 152577  0 13:46 pts/34   00:00:00 -bash
vmihajl+ 152695 148169  0 13:46 pts/19   00:00:00 ssh vmihajlovikj@login.khoury.neu.edu
root     152696   2477  0 13:46 ?        00:00:00 sshd: vmihajlovikj [priv]
root     152752   2477  0 13:46 ?        00:00:00 sshd: jpdelvec [priv]
root     152755   2477  0 13:46 ?        00:00:00 sshd: kzhangster [priv]
brian5v+ 152758 152476  0 13:46 ?        00:00:00 sshd: brian5vullo@pts/37
brian5v+ 152759 152758  0 13:46 pts/37   00:00:00 -bash
root     152813   2477  0 13:46 ?        00:00:00 sshd: ritterc [priv]
vmihajl+ 152935 152696  0 13:46 ?        00:00:00 sshd: vmihajlovikj@pts/39
vmihajl+ 152936 152935  0 13:46 pts/39   00:00:00 -bash
ritterc  152982 152813  0 13:46 ?        00:00:00 sshd: ritterc@pts/41
jpdelvec 152983 152752  0 13:46 ?        00:00:00 sshd: jpdelvec@pts/40
jpdelvec 152984 152983  0 13:46 pts/40   00:00:00 -bash
ritterc  152986 152982  0 13:46 pts/41   00:00:00 -bash
root     153106   2477  0 13:46 ?        00:00:00 sshd: bachung97 [priv]
bachung+ 153124 153106  0 13:47 ?        00:00:00 sshd: bachung97@pts/42
bachung+ 153125 153124  0 13:47 pts/42   00:00:00 -bash
root     153169   2477  0 13:47 ?        00:00:00 sshd: xinchaosong [priv]
root     153171      2  0 13:47 ?        00:00:00 [kworker/5:2]
xinchao+ 153265 153169  0 13:47 ?        00:00:00 sshd: xinchaosong@pts/45
xinchao+ 153290 153265  0 13:47 pts/45   00:00:00 -bash
kzhangs+ 153344 152755  0 13:47 ?        00:00:00 sshd: kzhangster@pts/46
kzhangs+ 153345 153344  0 13:47 pts/46   00:00:00 -bash
root     153484   2477  0 13:47 ?        00:00:00 sshd: jzucker [priv]
jzucker  153536 153484  0 13:47 ?        00:00:00 sshd: jzucker@pts/47
jzucker  153544 153536  0 13:47 pts/47   00:00:00 -bash
root     153730   2477  0 13:48 ?        00:00:00 sshd: hfingado [priv]
root     153787      2  0 13:49 ?        00:00:00 [kworker/26:0]
root     153788      2  0 13:49 ?        00:00:00 [kworker/2:1]
hfingado 153814 153730  0 13:49 ?        00:00:00 sshd: hfingado@pts/48
hfingado 153817 153814  0 13:49 pts/48   00:00:00 -bash
root     153894   2477  0 13:49 ?        00:00:00 sshd: sarina [priv]
sarina   153925 153894  0 13:49 ?        00:00:00 sshd: sarina@pts/49
sarina   153926 153925  0 13:49 pts/49   00:00:00 -bash
root     154069   2477  0 13:50 ?        00:00:00 sshd: dmadams [priv]
dmadams  154093 154069  0 13:50 ?        00:00:00 sshd: dmadams@pts/50
dmadams  154094 154093  0 13:50 pts/50   00:00:00 -bash
root     154529      2  0 13:51 ?        00:00:00 [kworker/21:2]
root     154575      2  0 13:52 ?        00:00:00 [kworker/45:1]
root     154889      2  0 13:53 ?        00:00:00 [kworker/28:0]
root     155278   2477  0 13:55 ?        00:00:00 sshd: kylelconrad [priv]
kylelco+ 155285 155278  0 13:55 ?        00:00:00 sshd: kylelconrad@pts/0
kylelco+ 155286 155285  0 13:55 pts/0    00:00:00 -bash
root     155396      2  0 13:55 ?        00:00:00 [kworker/19:2]
root     155423      2  0 13:55 ?        00:00:00 [kworker/43:1]
root     155492   2477  0 13:56 ?        00:00:00 sshd: nrose619 [priv]
root     155500   2477  0 13:56 ?        00:00:00 sshd: pbenoit [priv]
nrose619 155503 155492  0 13:56 ?        00:00:00 sshd: nrose619@pts/44
nrose619 155504 155503  0 13:56 pts/44   00:00:00 -bash
pbenoit  155604 155500  0 13:56 ?        00:00:00 sshd: pbenoit@pts/51
pbenoit  155605 155604  0 13:56 pts/51   00:00:00 -bash
root     155734      2  0 13:56 ?        00:00:00 [kworker/18:2]
root     155853   2477  0 13:57 ?        00:00:00 sshd: nickratliff37 [priv]
pbenoit  155966 155605  0 13:57 pts/51   00:00:00 vim Example1.c
nickrat+ 155972 155853  0 13:57 ?        00:00:00 sshd: nickratliff37@pts/52
nickrat+ 155973 155972  0 13:57 pts/52   00:00:00 -bash
root     156234      2  0 14:00 ?        00:00:00 [kworker/37:1]
root     156305      2  0 14:00 ?        00:00:00 [kworker/u546:2]
root     156341      2  0 14:01 ?        00:00:00 [kworker/11:1]
root     156548      2  0 14:02 ?        00:00:00 [kworker/1:0]
root     156619      2  0 14:02 ?        00:00:00 [kworker/25:2]
root     156755      2  0 14:03 ?        00:00:00 [kworker/7:2]
root     156917      2  0 14:04 ?        00:00:00 [kworker/u546:4]
root     157206   2477  0 14:05 ?        00:00:00 sshd: siddharth2111 [priv]
siddhar+ 157218 157206  0 14:05 ?        00:00:00 sshd: siddharth2111@pts/15
siddhar+ 157219 157218  0 14:05 pts/15   00:00:00 -bash
root     157599      2  0 14:07 ?        00:00:00 [kworker/10:2]
root     158038      2  0 Jan02 ?        00:00:01 [kworker/20:0]
root     158277      2  0 14:09 ?        00:00:00 [kworker/34:1]
root     158477      2  0 14:11 ?        00:00:00 [kworker/u545:3]
root     158838      2  0 14:12 ?        00:00:00 [kworker/u546:0]
root     159461      2  0 14:15 ?        00:00:00 [kworker/13:0]
root     159464   2477  0 14:15 ?        00:00:00 sshd: tsengjonathan [priv]
tsengjo+ 159485 159464  0 14:16 ?        00:00:00 sshd: tsengjonathan@pts/7
tsengjo+ 159486 159485  0 14:16 pts/7    00:00:00 -bash
root     159665   2477  0 14:16 ?        00:00:00 sshd: willwallace24 [priv]
root     159712      2  0 14:17 ?        00:00:00 [kworker/17:2]
willwal+ 159767 159665  0 14:17 ?        00:00:00 sshd: willwallace24@pts/9
willwal+ 159768 159767  0 14:17 pts/9    00:00:00 -bash
tsengjo+ 159819 159486 17 14:17 pts/7    00:03:02 zsh
root     159930   2477  0 14:17 ?        00:00:00 sshd: bachmai [priv]
root     159937   2477  0 14:17 ?        00:00:00 sshd: soupoftheday [priv]
soupoft+ 159941 159937  0 14:17 ?        00:00:00 sshd: soupoftheday@pts/21
soupoft+ 159942 159941  0 14:17 pts/21   00:00:00 -bash
root     160005   2477  0 14:18 ?        00:00:00 sshd: andrewroc30 [priv]
andrewr+ 160019 160005  0 14:18 ?        00:00:00 sshd: andrewroc30@pts/30
andrewr+ 160020 160019  0 14:18 pts/30   00:00:00 -bash
root     160100      2  0 14:18 ?        00:00:00 [kworker/u545:0]
root     160165      2  0 14:18 ?        00:00:00 [kworker/23:0]
bachmai  160167 159930  0 14:18 ?        00:00:00 sshd: bachmai@pts/53
bachmai  160168 160167  0 14:18 pts/53   00:00:00 -bash
root     160283   2477  0 14:18 ?        00:00:00 sshd: williamkunhan [priv]
william+ 160295 160283  0 14:19 ?        00:00:00 sshd: williamkunhan@pts/55
william+ 160296 160295  0 14:19 pts/55   00:00:00 -bash
root     160382      2  0 14:19 ?        00:00:00 [kworker/21:1]
kzhangs+ 160384 153345  0 14:19 pts/46   00:00:00 ssh kzhangster@login.khoury.neu.edu
root     160385   2477  0 14:19 ?        00:00:00 sshd: kzhangster [priv]
root     160407   2477  0 14:19 ?        00:00:00 sshd: hannahh232677 [priv]
kzhangs+ 160415 160385  0 14:19 ?        00:00:00 sshd: kzhangster@pts/36
kzhangs+ 160416 160415  0 14:19 pts/36   00:00:00 -bash
hannahh+ 160469 160407  0 14:19 ?        00:00:00 sshd: hannahh232677@pts/38
hannahh+ 160478 160469  0 14:19 pts/38   00:00:00 -bash
root     160585   2477  0 14:19 ?        00:00:00 sshd: raymondyou97 [priv]
raymond+ 160636 160585  0 14:19 ?        00:00:00 sshd: raymondyou97@pts/57
raymond+ 160637 160636  0 14:19 pts/57   00:00:00 -bash
root     160749      2  0 14:20 ?        00:00:00 [kworker/8:1]
root     160751      2  0 14:20 ?        00:00:00 [kworker/19:0]
tsengjo+ 160876 159819  0 14:20 pts/7    00:00:00 bash
root     161145      2  0 14:21 ?        00:00:00 [kworker/15:1]
root     161222      2  0 14:21 ?        00:00:00 [kworker/27:0]
root     161481   2477  0 Jan02 ?        00:00:00 sshd: eelhami [priv]
eelhami  161485 161481  0 Jan02 ?        00:00:00 sshd: eelhami@notty
eelhami  161486 161485  0 Jan02 ?        00:00:00 /usr/libexec/openssh/sftp-server
root     161558   2477  0 14:22 ?        00:00:00 sshd: brian211 [priv]
brian211 161597 161558  0 14:23 ?        00:00:00 sshd: brian211@pts/59
brian211 161598 161597  0 14:23 pts/59   00:00:00 -bash
root     161713   2477  0 14:23 ?        00:00:00 sshd: tannerlederman [priv]
tannerl+ 161790 161713  0 14:23 ?        00:00:00 sshd: tannerlederman@pts/60
tannerl+ 161791 161790  0 14:23 pts/60   00:00:00 -bash
soupoft+ 161864 152499  0 14:23 pts/33   00:00:01 vim main.c
root     161874      2  0 14:23 ?        00:00:00 [kworker/28:2]
root     161918      2  0 14:24 ?        00:00:00 [kworker/u545:2]
brotibi  162002      1  0 14:24 ?        00:00:00 tmux
brotibi  162003 162002  0 14:24 pts/61   00:00:00 -bash
root     162148   2477  0 14:24 ?        00:00:00 sshd: yuhuibao [priv]
brotibi  162165 152361  0 14:24 pts/20   00:00:00 tmux
brotibi  162166 162002  0 14:24 pts/63   00:00:00 -bash
yuhuibao 162273 162148  0 14:24 ?        00:00:00 sshd: yuhuibao@pts/65
yuhuibao 162274 162273  0 14:24 pts/65   00:00:00 -bash
raymond+ 162325      1  0 14:24 ?        00:00:00 ssh-agent -s
root     162370   2477  0 14:24 ?        00:00:00 sshd: hiennguyen2659 [priv]
choe     162391 143803  0 14:24 pts/23   00:00:00 nano lab03.cpp
hienngu+ 162398 162370  0 14:24 ?        00:00:00 sshd: hiennguyen2659@pts/64
hienngu+ 162399 162398  0 14:24 pts/64   00:00:00 -bash
brotibi  162467 162002  0 14:24 pts/66   00:00:00 -bash
root     162653   2477  0 14:25 ?        00:00:00 sshd: zrchencn [priv]
zrchencn 162676 162653  0 14:25 ?        00:00:00 sshd: zrchencn@pts/14
zrchencn 162677 162676  0 14:25 pts/14   00:00:00 -bash
root     162827   2477  0 14:26 ?        00:00:00 sshd: ryanl35 [priv]
ryanl35  162864 162827  0 14:26 ?        00:00:00 sshd: ryanl35@pts/67
ryanl35  162866 162864  0 14:26 pts/67   00:00:00 -bash
root     162964      2  0 14:26 ?        00:00:00 [kworker/u546:1]
postfix  162968   2958  0 14:26 ?        00:00:00 pickup -l -t unix -u
root     163021      2  0 14:26 ?        00:00:00 [kworker/27:2]
root     163057      2  0 14:26 ?        00:00:00 [kworker/15:0]
root     163060      2  0 14:26 ?        00:00:00 [kworker/9:2]
root     163062      2  0 14:26 ?        00:00:00 [kworker/1:2]
brotibi  163388 162002  0 14:28 pts/68   00:00:00 -bash
root     163457      2  0 Jan02 ?        00:00:01 [kworker/40:1]
brotibi  163598 162467  0 14:28 pts/66   00:00:00 vim main.c
root     163721      2  0 14:28 ?        00:00:00 [kworker/23:2]
root     163809      2  0 14:29 ?        00:00:00 [kworker/47:1]
root     163863      2  0 14:29 ?        00:00:00 [kworker/28:1]
root     163879      2  0 14:29 ?        00:00:00 [kworker/10:1]
root     163902      2  0 14:29 ?        00:00:00 [kworker/7:0]
root     163985   2477  0 14:30 ?        00:00:00 sshd: davidzhuang [priv]
davidzh+ 164057 163985  0 14:30 ?        00:00:00 sshd: davidzhuang@pts/24
davidzh+ 164058 164057  0 14:30 pts/24   00:00:00 -bash
root     164184      2  0 14:30 ?        00:00:00 [kworker/4:0]
root     164186      2  0 14:30 ?        00:00:00 [kworker/3:1]
root     164206   2477  0 14:30 ?        00:00:00 sshd: foosquash [priv]
foosqua+ 164237 164206  0 14:30 ?        00:00:00 sshd: foosquash@pts/35
foosqua+ 164238 164237  0 14:30 pts/35   00:00:00 -bash
root     164271      2  0 Jan02 ?        00:00:01 [kworker/10:0]
root     164281      2  0 Jan02 ?        00:00:02 [kworker/42:1]
root     164282      2  0 Jan02 ?        00:00:02 [kworker/16:2]
root     164286      2  0 Jan02 ?        00:00:01 [kworker/0:0]
root     164287      2  0 Jan02 ?        00:00:00 [kworker/24:0]
root     164308   2477  0 14:30 ?        00:00:00 sshd: florisd [priv]
root     164332   2477  0 14:30 ?        00:00:00 sshd: bensalerno [priv]
florisd  164340 164308  0 14:30 ?        00:00:00 sshd: florisd@pts/43
florisd  164341 164340  0 14:30 pts/43   00:00:00 -bash
bensale+ 164389 164332  0 14:30 ?        00:00:00 sshd: bensalerno@pts/56
bensale+ 164390 164389  0 14:30 pts/56   00:00:00 -bash
root     164415      2  0 Jan02 ?        00:00:02 [kworker/46:1]
zrchencn 164467 162677  0 14:31 pts/14   00:00:00 zsh
root     164658      2  0 Jan03 ?        00:00:00 [kworker/22:2]
root     164696      2  0 14:31 ?        00:00:00 [kworker/5:0]
hfingado 164765 153817  0 14:31 pts/48   00:00:00 vim main.c
root     164789      2  0 14:31 ?        00:00:00 [kworker/8:0]
root     164831      2  0 14:32 ?        00:00:00 [kworker/1:1]
root     164845      2  0 14:32 ?        00:00:00 [kworker/17:1]
root     164885      2  0 14:32 ?        00:00:00 [kworker/25:1]
root     164940      2  0 14:32 ?        00:00:00 [kworker/15:2]
root     164988   2477  0 14:32 ?        00:00:00 sshd: grecupero [priv]
grecupe+ 165082 164988  0 14:33 ?        00:00:00 sshd: grecupero@pts/58
grecupe+ 165083 165082  0 14:33 pts/58   00:00:00 -bash
willwal+ 165178 159768  0 14:33 pts/9    00:00:00 vim main.c
root     165209      2  0 14:33 ?        00:00:00 [kworker/6:1]
root     165211      2  0 14:33 ?        00:00:00 [kworker/31:1]
root     165243      2  0 14:33 ?        00:00:00 [kworker/32:1]
root     165246   2477  0 14:33 ?        00:00:00 sshd: dandig [priv]
dandig   165262 165246  0 14:33 ?        00:00:00 sshd: dandig@pts/54
dandig   165263 165262  0 14:33 pts/54   00:00:00 -bash
root     165430      2  0 14:34 ?        00:00:00 [kworker/9:0]
jpdelvec 165443 152984  0 14:34 pts/40   00:00:00 vim main.c
jzucker  165465 153544  0 14:34 pts/47   00:00:00 vim main.c
root     165472   2477  0 14:34 ?        00:00:00 sshd: [accepted]
sshd     165473 165472  0 14:34 ?        00:00:00 sshd: [net]
root     165478   2477  0 14:34 ?        00:00:00 sshd: jdhassan [priv]
sshd     165479 165478  0 14:34 ?        00:00:00 sshd: jdhassan [net]
yuhuibao 165485 162274  0 14:34 pts/65   00:00:00 ps -ef
root     166128      2  0 Jan03 ?        00:00:00 [kworker/38:2]
root     174041      2  0  2019 ?        00:00:02 [kworker/47:2]
root     174051      2  0  2019 ?        00:00:00 [kworker/30:1]
root     178992   2477  0 Jan03 ?        00:00:00 sshd: jdenman [priv]
jdenman  178999 178992  0 Jan03 ?        00:00:01 sshd: jdenman@pts/5
jdenman  179000 178999  0 Jan03 pts/5    00:00:00 -bash
root     182358      2  0 Jan03 ?        00:00:03 [kworker/34:0]
root     202289      2  0 Jan03 ?        00:00:00 [kworker/32:0]
durwasa  202765      1  0 Jan03 ?        00:00:00 sh /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/server.sh --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
durwasa  202773 202765  0 Jan03 ?        00:00:07 /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/node /home/durwasa/.vscode-server/bin/b37e54c98e1a74ba89e03073e5a3761284e3ffb0/out/vs/server/main.js --host=127.0.0.1 --enable-remote-auto-shutdown --port=0
root     204251      2  0 Jan04 ?        00:00:00 [kworker/36:2]
root     214758      2  0 Jan04 ?        00:00:02 [kworker/6:0]
root     214766      2  0 Jan04 ?        00:00:01 [kworker/24:1]
root     214767      2  0 Jan04 ?        00:00:00 [kworker/14:2]
root     214769      2  0 Jan04 ?        00:00:00 [kworker/40:2]
root     214780      2  0 Jan04 ?        00:00:01 [kworker/30:2]
root     214787      2  0 Jan04 ?        00:00:01 [kworker/44:1]
root     223391      1  0 Jan04 ?        00:00:02 /usr/libexec/upowerd
root     224091      2  0 Jan04 ?        00:00:01 [kworker/2:2]
zrchencn 230289      1  0 Jan05 ?        00:01:42 tmux
zrchencn 230290 230289  0 Jan05 pts/6    00:00:00 -bash
zrchencn 230331 230289  0 Jan05 pts/8    00:00:00 -bash
zrchencn 230372 230289  0 Jan05 pts/10   00:00:00 -bash
zrchencn 230413 230289  0 Jan05 pts/11   00:00:00 -bash
zrchencn 230455 230290  0 Jan05 pts/6    00:00:00 zsh
zrchencn 230504 230331  0 Jan05 pts/8    00:00:00 zsh
jeanrug+ 235891      1  0 Jan05 ?        00:00:00 ssh-agent -s
root     239458      2  0 Jan05 ?        00:00:02 [kworker/32:2]
root     252357      2  0 Jan06 ?        00:00:00 [kworker/45:0]
root     253566      2  0 Jan06 ?        00:00:00 [kworker/37:0]
root     276237   2477  0 Jan06 ?        00:00:00 sshd: root@pts/13
root     276240 276237  0 Jan06 pts/13   00:00:00 -bash
node-ex+ 277515      1  6 Jan06 ?        01:48:23 /usr/local/bin/node_exporter --collector.filesystem.ignored-fs-types=^(nfs|tmpfs)$ --collector.processes
root     277821      1  7 Jan06 ?        01:55:35 /usr/share/metricbeat/bin/metricbeat -c /etc/metricbeat/metricbeat.yml -path.home /usr/share/metricbeat -path.config /etc/metricbeat -path.data /var/lib/metricbeat -path.logs /var/log/metricbeat
